City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
528,Zeerust,ZA,60.8,clear sky,-25.54,26.08,Kareespruit Game Ranch and Guest House
532,Cabedelo,BR,80.6,scattered clouds,-6.98,-34.83,Hotel Pigalle
534,Greeneville,US,68.0,clear sky,36.16,-82.83,General Morgan Inn and Conference Center
536,Bafq,IR,57.88,clear sky,31.61,55.41,Alamdar Hotel
537,Saint-Joseph,RE,77.0,clear sky,-21.37,55.62,"""Plantation Bed and Breakfast"
539,Torit,SS,76.82,overcast clouds,4.41,32.57,Diplomat Guest House
540,Kulhudhuffushi,MV,82.69,scattered clouds,6.62,73.07,Haajy Guest House 1
543,Puri,IN,78.6,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
544,Mapiripan,CO,76.24,moderate rain,2.89,-72.13,Monserrate
546,Panaba,MX,81.68,scattered clouds,21.28,-88.27,Hotel Amor
547,Macamic,CA,51.8,few clouds,48.75,-79.0,"Maison Tardif Enr. - Auberge à Macamic, QC"
548,Chapada Dos Guimaraes,BR,73.4,broken clouds,-15.46,-55.75,Pousada Morro Dos Ventos
550,Waw,SS,83.55,broken clouds,7.7,28.0,Universal Gab Hotel
552,Lora Del Rio,ES,61.0,clear sky,37.66,-5.53,Autocares Molina Fernandez S.L.
553,Yafran,LY,71.02,overcast clouds,32.06,12.53,بيوت الشباب بيفرن
554,Manjacaze,MZ,65.41,clear sky,-24.71,33.88,Hotel Gani
555,Dera Bugti,PK,79.74,broken clouds,29.03,69.15,SARDAR GHULAM MUSTAFA KHAN BUGTI
556,Oswego,US,52.0,clear sky,43.45,-76.15,S & E Mobile Home Park
557,Cascais,PT,57.99,clear sky,38.7,-9.42,Hotel Vila Galé Cascais
558,Kilindoni,TZ,80.91,moderate rain,-7.91,39.67,Bustani B&B
559,Icod De Los Vinos,ES,62.01,clear sky,28.37,-16.71,Hotel Rural El Patio
562,Mamanguape,BR,80.6,scattered clouds,-6.84,-35.13,Hotel Pousada Tropical
564,Morondava,MG,76.73,scattered clouds,-20.28,44.28,La Case Bambou
565,Crixas,BR,76.71,broken clouds,-14.55,-49.97,RISO HOTEL
567,Muli,MV,83.55,scattered clouds,2.92,73.57,Medhufushi Island Resort
568,Casimiro De Abreu,BR,78.8,scattered clouds,-22.48,-42.2,MIRANTE DO POETA Hotel Fazenda
569,Kalabo,ZM,66.79,clear sky,-14.97,22.68,Sikakubete Guest House Kalabo Town Council
570,Port Blair,IN,79.09,few clouds,11.67,92.75,Welcomhotel Bay Island Port Blair
571,Fort Beaufort,ZA,57.29,clear sky,-32.77,26.63,iNK Conference Centre
572,Jardim,BR,86.72,overcast clouds,-21.48,-56.14,Estancia Hotel - Jardim MS
573,Salur,IN,78.03,few clouds,18.53,83.22,Thammana Bhagavan
574,Dzaoudzi,YT,82.4,few clouds,-12.79,45.27,Le Rocher
576,Guane,CU,80.19,few clouds,22.2,-84.09,base de Campismo LosPortales de Guane
578,Chor,PK,81.54,clear sky,25.52,69.77,Asad U Bajeer Hotel
579,Stephenville,US,69.8,overcast clouds,32.22,-98.2,La Quinta Inn & Suites by Wyndham Stephenville
580,Kisoro,UG,66.2,light rain,-1.29,29.68,Mt.Muhabura Climbers Rest Camp
581,Golakganj,IN,71.94,clear sky,26.1,89.83,Sonasi Baba Dham
582,Laguna,US,69.01,clear sky,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
584,Jataizinho,BR,78.8,few clouds,-23.25,-50.98,Hotel Água Branca
585,Riyadh,SA,68.0,clear sky,24.69,46.72,InterContinental Riyadh
588,Sioux Lookout,CA,55.4,broken clouds,50.1,-91.92,Knobby's Fly-In Camps
590,Kisangani,CD,72.73,overcast clouds,0.52,25.2,Grand Ramela Hotel
591,Santa Isabel Do Rio Negro,BR,79.32,overcast clouds,-0.41,-65.02,Hotel GSA
596,Huanta,PE,64.2,broken clouds,-12.93,-74.25,GRAN HOTEL IMPERIAL
597,Maicao,CO,85.37,overcast clouds,11.38,-72.24,Hotel Fronterita
601,San Rafael,AR,77.43,light rain,-34.62,-68.33,Hotel San Rafael
603,Kifri,IQ,59.85,clear sky,34.7,44.97,میزان کفری
604,Nainpur,IN,75.61,clear sky,22.43,80.12,Railway Rest House
605,Altoona,US,64.4,clear sky,40.52,-78.39,Wingate by Wyndham Altoona Downtown/Medical Center
606,Hafizabad,PK,66.85,scattered clouds,32.07,73.69,Khawaja Sentry store
608,San Pedro De Macoris,DO,77.0,broken clouds,18.46,-69.3,Apartahotel Guaraguao
609,Duiwelskloof,ZA,62.46,clear sky,-23.69,30.14,Silvermist Guesthouse
610,Dharchula,IN,57.24,few clouds,29.85,80.53,Mahara Hotel
611,Talavera,PH,77.0,broken clouds,15.62,120.93,R&G's Resort
612,Semnan,IR,53.87,clear sky,35.57,53.4,Semnan Tourist Hotel
613,Montepuez,MZ,68.09,broken clouds,-13.13,39.0,RESIDÊNCIAL LANCHONETE
614,West Bay,KY,80.6,broken clouds,19.37,-81.42,Calypso Cove
615,Maniwaki,CA,53.6,broken clouds,46.38,-75.97,Centre Chateau Logue
616,Jasper,US,75.2,clear sky,37.2,-94.35,Guest House Motel
620,Damghan,IR,51.24,broken clouds,36.17,54.35,خوابگاه اساتيد دانشگاه دامغان
622,Bani Walid,LY,68.16,overcast clouds,31.76,13.99,منزل الصابر أبوفانة
624,Sturgeon Bay,US,55.4,clear sky,44.83,-87.38,AmericInn by Wyndham Sturgeon Bay
627,Sindhnur,IN,80.62,broken clouds,15.78,76.77,Sunrise appartment Sindhanur
628,Pedasi,PA,83.59,overcast clouds,7.53,-80.03,Selina Pedasi
630,Bonthe,SL,79.59,scattered clouds,7.53,-12.51,Bonthe Holiday Village
632,Pasni,PK,78.57,clear sky,25.26,63.47,3G hotel pasni
633,Rajapur,IN,79.74,clear sky,25.38,81.15,Sahu Ji Galla Mills
634,Huallanca,PE,53.74,light rain,-9.9,-76.94,D`CASAVIEJA HOTEL
638,Barra Da Estiva,BR,70.9,broken clouds,-13.63,-41.33,Hotel Santa Rita
640,Bagaha,IN,69.04,clear sky,27.1,84.08,Rishu shaurya motors
641,Domoni,KM,80.26,broken clouds,-12.26,44.53,Loulou
643,Huarmey,PE,74.68,scattered clouds,-10.07,-78.15,Hotel Miramar
646,Anloga,GH,84.2,scattered clouds,5.79,0.9,Pin Drop Hotel
647,Gadsden,US,73.4,clear sky,34.01,-86.01,Hampton Inn Gadsden
650,Karauli,IN,79.7,broken clouds,26.5,77.02,Bhanwar Vilas Palace
651,Barao De Melgaco,BR,73.4,light rain,-16.19,-55.97,Tuiuiu Pantanal Hotel
652,Benguela,AO,80.2,overcast clouds,-12.58,13.41,Hotel Praia Morena
653,Owando,CG,73.98,overcast clouds,-0.48,15.9,Exaunel Hotel Owando
655,Paducah,US,73.4,clear sky,37.08,-88.6,Holiday Inn Paducah Riverfront
660,Henderson,US,90.0,clear sky,36.04,-114.98,Hawthorn Suites By Wyndham Las Vegas/Henderson
662,Puerto Leguizamo,CO,72.28,overcast clouds,-0.19,-74.78,la casona de juancho
663,Prainha,BR,77.56,broken clouds,-1.8,-53.48,Casa Rocha
666,Brandfort,ZA,57.2,clear sky,-28.7,26.46,SUMFRA GUESTHOUSE
668,Oussouye,SN,75.2,clear sky,12.48,-16.55,Auberge du Routard
670,Maturin,VE,84.11,overcast clouds,9.75,-63.18,Residencias Guaritos I
672,Aljezur,PT,56.16,clear sky,37.32,-8.8,Amazigh Hostel
673,Kudahuvadhoo,MV,83.23,clear sky,2.67,72.89,Kudahuvadhoo Retreat
678,Antofagasta,CL,68.0,clear sky,-23.65,-70.4,Holiday Inn Express Antofagasta
680,Cordoba,AR,78.01,clear sky,-31.41,-64.18,Hotel Sussex
